id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,weight_kg,weight_class
2939-P,59,335.42892175912857,PRCIQ,New York,Florida,USA,National Pumpkin Festival,1273 F,1495 P,240,320,0,Kikuza,152.14787547856665,Light
2044-P,73,331.47101818956435,AAZVP,Paris,California,Mexico,National Pumpkin Festival,1456 R,1973 Q,255,352,-9,Kabocha,150.35260208264086,Light
2316-P,67,320.393780192174,MDBAR,New York,Florida,Mexico,Regional Pumpkin Festival,1420 Y,1516 I,-2,-5,-3,Pumpkin Pie,145.3280555449286,Light
2632-P,83,314.68853802215307,EXLBD,Paris,New York,Mexico,National Pumpkin Festival,1726 N,1919 X,244,318,2,Queensland Blue,142.74020333854446,Light
2357-P,50,320.3066332777962,YVBMB,Nottingham,Florida,USA,Local Pumpkin Festival,1647 Z,1562 Q,235,311,5,Pumpkin Pie,145.28852640174213,Light
2926-P,56,324.04367978964,SFJNK,Chicago,Texas,USA,Local Pumpkin Festival,1000 Y,1171 B,234,304,8,Pumpkin Pie,146.9836208031424,Light
2634-P,39,323.25201858207583,FAGFS,Paris,Florida,USA,Local Pumpkin Festival,1484 H,1372 I,-5,-4,1,Pumpkin Pie,146.62452961268093,Light
2395-P,35,315.03892488684505,QTEFK,Los Angeles,Texas,France,Local Pumpkin Festival,1507 M,1460 V,238,303,1,Kikuza,142.89913601727383,Light
2703-P,99,320.8212373452261,IEATP,New York,Texas,Mexico,National Pumpkin Festival,1766 P,1511 V,247,340,-8,Pumpkin Pie,145.5219466898958,Light
2805-P,88,309.50917916186154,WCCKI,New York,Texas,USA,Local Pumpkin Festival,1684 V,1482 X,245,342,-10,Kabocha,140.3908875943871,Light
2280-P,67,320.44929605163634,WVJPW,Los Angeles,New York,USA,National Pumpkin Festival,1181 N,1524 Y,247,346,-12,Queensland Blue,145.35323709465382,Light
2227-P,33,307.3571031242609,UCKJJ,Los Angeles,Texas,Mexico,Local Pumpkin Festival,1831 R,1681 U,261,403,-20,Kabocha,139.41472312033974,Light
2267-P,82,316.12411590106785,BXUZM,Paris,Florida,Mexico,National Pumpkin Festival,1284 F,1969 X,-1,3,-3,Pumpkin Pie,143.39136997979716,Light
2818-P,39,302.2659091670066,PAYAO,Chicago,California,Mexico,Regional Pumpkin Festival,1387 Q,1424 Y,-3,0,0,Queensland Blue,137.10539827088087,Light
2953-P,89,308.00895832479,JRVAO,Paris,California,France,National Pumpkin Festival,1977 U,1839 Z,2,1,-4,Queensland Blue,139.71039942445813,Light
2791-P,52,295.79367660991846,AUOVD,New York,Texas,France,Regional Pumpkin Festival,1251 J,1571 C,233,296,2,Kikuza,134.16964536084615,Light
2162-P,11,309.1549964910373,XQBIZ,Chicago,Texas,Mexico,Local Pumpkin Festival,1663 L,1304 W,1,2,0,Queensland Blue,140.2302331683626,Light
2370-P,62,296.74013838917017,SZALB,Chicago,California,Mexico,Regional Pumpkin Festival,1873 Q,1585 K,255,378,-15,Kabocha,134.59895285222046,Light
2910-P,32,302.41428797133267,MERZU,Houston,New York,France,National Pumpkin Festival,1528 K,1730 T,238,306,1,Queensland Blue,137.1727017094927,Light
2178-P,47,303.8374193450436,XAHVZ,Chicago,California,France,National Pumpkin Festival,1786 H,1255 W,237,320,-4,Kikuza,137.81822271555703,Light
2008-P,72,305.82024757955224,AVATY,New York,New York,Mexico,Local Pumpkin Festival,1559 D,1695 N,-2,-3,-2,Kabocha,138.71761774010426,Light
2129-P,98,282.71551587432623,KGLSA,Paris,New York,Mexico,Local Pumpkin Festival,1071 Z,1767 Q,234,282,0,Kabocha,128.23749627646737,Light
2904-P,44,287.0809714002535,XXDYZ,Nottingham,New York,USA,National Pumpkin Festival,1956 V,1248 D,235,310,-9,Pumpkin Pie,130.21763197938378,Light
2483-P,89,292.269998986274,RIVRZ,Chicago,Texas,Mexico,Regional Pumpkin Festival,1015 P,1688 U,230,279,-2,Kikuza,132.57133338018198,Light
2343-P,62,288.61286628991365,LZUPC,Nottingham,California,USA,Local Pumpkin Festival,1284 O,1604 S,0,5,5,Pumpkin Pie,130.91248724617452,Light
2781-P,44,272.96256494056433,FHDGS,Los Angeles,Florida,USA,Regional Pumpkin Festival,1311 R,1358 L,243,325,-11,Kabocha,123.81363575652045,Light
2978-P,1,269.58939199335873,CACEG,Los Angeles,New York,France,Regional Pumpkin Festival,1889 W,1814 T,1,-3,-5,Kikuza,122.28359149305157,Light
2354-P,33,270.03730808384717,IUETK,Los Angeles,Florida,USA,Local Pumpkin Festival,1157 W,1903 O,225,269,4,Kikuza,122.4867626483684,Light
2971-P,43,253.3321951115504,ZELPS,Paris,California,Mexico,National Pumpkin Festival,1826 P,1369 L,226,248,6,Queensland Blue,114.90945704503837,Light
2109-P,92,269.80670903623104,BFFYB,New York,California,Mexico,Regional Pumpkin Festival,1684 C,1759 K,225,273,-7,Pumpkin Pie,122.3821647651621,Light
2821-P,32,257.127429786697,HFBWQ,Chicago,New York,Mexico,National Pumpkin Festival,1084 A,1937 K,219,253,-1,Kikuza,116.63094513180747,Light
2955-P,56,250.10581354107703,YJHJZ,Paris,Florida,Mexico,Local Pumpkin Festival,1305 L,1588 P,236,281,-8,Kabocha,113.4459961757242,Light
2566-P,9,261.5230728397146,HUHGS,New York,California,Mexico,National Pumpkin Festival,1674 F,1756 Q,229,258,-4,Kabocha,118.62477365551182,Light
2297-P,5,247.64052542019635,BPGGP,Houston,California,France,National Pumpkin Festival,1732 R,1091 W,231,281,-3,Queensland Blue,112.32776120639771,Light
2701-P,38,252.74506093095988,OHDPQ,Houston,Texas,Mexico,Regional Pumpkin Festival,1313 F,1385 X,229,257,2,Kikuza,114.64313767779595,Light
2679-P,48,246.18271048497408,YXRUO,Los Angeles,California,Mexico,Local Pumpkin Festival,1031 B,1907 L,221,260,-7,Pumpkin Pie,111.66650801430036,Light
2914-P,6,252.8217062205076,BSUPN,Los Angeles,New York,USA,Local Pumpkin Festival,1315 J,1253 P,236,276,-14,Kikuza,114.67790336797248,Light
2570-P,94,238.4459733236581,SOMBE,Houston,New York,Mexico,Regional Pumpkin Festival,1017 G,1718 E,233,289,-16,Kabocha,108.15718593182473,Light
2860-P,25,246.879578509368,GVWZQ,Chicago,Florida,France,National Pumpkin Festival,1518 B,1165 F,-1,-3,3,Kabocha,111.98260177522126,Light
2814-P,100,251.41646026819944,UZUEQ,Paris,Texas,Mexico,Regional Pumpkin Festival,1144 O,1793 S,224,239,-1,Kikuza,114.04049504597312,Light
2616-P,89,243.44441021233797,QLGFX,New York,New York,USA,Regional Pumpkin Festival,1966 U,1949 J,-2,4,-3,Kikuza,110.4244369170348,Light
2503-P,74,246.4168765235692,QNQLQ,Paris,Florida,Mexico,Regional Pumpkin Festival,1063 S,1023 B,218,242,2,Pumpkin Pie,111.7727238560788,Light
2258-P,82,234.55867995414883,SPQLV,Nottingham,Texas,France,Regional Pumpkin Festival,1916 P,1509 G,199,193,19,Kikuza,106.39394075776228,Light
2955-P,3,232.398091587238,GIOHH,New York,Florida,Mexico,National Pumpkin Festival,1056 R,1619 S,212,223,4,Kabocha,105.41391515923847,Light
2507-P,58,240.5332678792998,CRTME,Paris,New York,France,National Pumpkin Festival,1813 Z,1435 S,3,5,2,Kikuza,109.10396604390736,Light
2931-P,76,225.86740543693304,ICEZG,Chicago,New York,USA,Local Pumpkin Festival,1827 B,1523 B,231,263,-9,Pumpkin Pie,102.45164816694933,Light
2851-P,51,233.8412988735363,ENHCG,Los Angeles,New York,USA,Regional Pumpkin Festival,1844 P,1172 T,-1,-2,-4,Kabocha,106.06854243864507,Light
2844-P,24,227.45046900305897,ZVOHM,New York,Texas,Mexico,Local Pumpkin Festival,1814 L,1664 L,215,245,-7,Kikuza,103.16971313603553,Light
2643-P,84,237.5276273425669,WUVOF,Los Angeles,Florida,France,Local Pumpkin Festival,1261 P,1750 Z,211,231,-2,Pumpkin Pie,107.7406315415696,Light
2119-P,47,220.56395972333848,PCGBV,Paris,Texas,USA,National Pumpkin Festival,1322 W,1430 D,4,0,-4,Kabocha,100.04604761882855,Light
2412-P,50,222.9337811684236,ZSHGY,New York,California,Mexico,Local Pumpkin Festival,1765 P,1959 T,4,4,2,Kabocha,101.12097966774759,Light
2691-P,66,231.81255898158997,TBDEG,New York,New York,France,National Pumpkin Festival,1346 L,1842 B,-4,-3,-5,Kabocha,105.14832225357736,Light
2109-P,13,232.24937575124204,CXPPS,Nottingham,Florida,Mexico,Local Pumpkin Festival,1171 Q,1152 D,212,213,10,Queensland Blue,105.34645884575738,Light
2928-P,92,217.72559608481825,NZAAB,Paris,Texas,USA,Local Pumpkin Festival,1508 Q,1910 S,-4,1,5,Pumpkin Pie,98.75858857930488,Light
2244-P,58,216.1842738237232,WWQIS,Los Angeles,California,Mexico,Local Pumpkin Festival,1663 G,1325 D,217,223,6,Pumpkin Pie,98.05945713225026,Light
2103-P,9,215.64499397575855,THHXP,Chicago,New York,Mexico,Regional Pumpkin Festival,1620 E,1523 N,3,5,1,Kikuza,97.81484410745227,Light
2948-P,91,215.99926811922344,KCTHO,New York,California,France,Local Pumpkin Festival,1818 A,1729 L,213,233,-6,Queensland Blue,97.9755400247348,Light
2811-P,98,210.55427889619023,CSCJQ,New York,California,USA,Regional Pumpkin Festival,1819 Y,1797 M,201,196,15,Kabocha,95.50573647308072,Light
2415-P,80,205.19423778168857,KTSAE,Chicago,Florida,Mexico,Regional Pumpkin Festival,1894 D,1362 C,202,209,8,Pumpkin Pie,93.07446470387168,Light
2570-P,24,212.4100662553683,SRJXT,Houston,California,France,Regional Pumpkin Festival,1366 N,1843 V,201,201,10,Queensland Blue,96.347506772905,Light
2403-P,18,210.55318705979735,PPKKN,Nottingham,New York,France,Regional Pumpkin Festival,1165 E,1283 U,210,219,-6,Queensland Blue,95.5052412248276,Light
2965-P,37,218.46405150927603,AOYGT,New York,Florida,Mexico,Local Pumpkin Festival,1664 I,1314 N,209,215,-1,Kikuza,99.09354605219553,Light
2040-P,67,198.5140180652961,XLUEX,Paris,Florida,Mexico,Local Pumpkin Festival,1236 S,1212 W,-5,-5,-3,Queensland Blue,90.04437048227379,Light
2775-P,55,205.71978208348156,OSKCK,Houston,Florida,France,National Pumpkin Festival,1656 V,1202 Z,200,202,1,Pumpkin Pie,93.31284739481056,Light
2841-P,64,200.91068676952273,ZPYGU,Chicago,Texas,USA,Regional Pumpkin Festival,1019 P,1989 A,-5,-2,0,Kikuza,91.13148023316135,Light
2576-P,46,201.03581341262907,XPVSG,Houston,Florida,Mexico,National Pumpkin Festival,1383 S,1832 Z,210,209,0,Queensland Blue,91.18823667746125,Light
2154-P,8,197.54441366158423,SDZPY,New York,New York,Mexico,National Pumpkin Festival,1978 F,1349 M,206,207,-1,Kikuza,89.60456568158531,Light
2633-P,85,203.0830211788416,NKDDA,Paris,New York,Mexico,Regional Pumpkin Festival,1549 I,1619 K,216,219,-4,Pumpkin Pie,92.11683374255311,Light
2992-P,80,192.69246957544237,OTIPN,Los Angeles,Florida,USA,Regional Pumpkin Festival,1298 R,1387 C,210,200,0,Kabocha,87.40376265966405,Light
2876-P,87,187.94279052037743,XRYGW,Los Angeles,New York,France,National Pumpkin Festival,1692 W,1807 B,198,191,-1,Kabocha,85.24934623771904,Light
2703-P,77,196.0292898574844,YCJJU,Nottingham,California,USA,Regional Pumpkin Festival,1646 T,1025 L,-5,-3,0,Pumpkin Pie,88.91731764503606,Light
2981-P,53,190.22475481498984,CAMFA,New York,California,Mexico,Regional Pumpkin Festival,1904 G,1681 P,-5,0,-4,Kabocha,86.28442698604087,Light
2337-P,44,184.31920517794788,RECEW,Los Angeles,Texas,Mexico,Regional Pumpkin Festival,1222 I,1902 P,1,-5,0,Kabocha,83.60571691507573,Light
2133-P,64,192.08281888905913,IOGTY,Houston,Florida,Mexico,Local Pumpkin Festival,1499 G,1926 J,-4,-1,4,Kikuza,87.1272299855261,Light
2124-P,66,178.42043289355934,SDIQF,Houston,New York,Mexico,National Pumpkin Festival,1987 E,1814 V,212,206,-17,Kikuza,80.93008099705537,Light
2602-P,70,182.13864071015269,EKAGD,Los Angeles,New York,USA,Local Pumpkin Festival,1895 I,1363 N,182,149,21,Queensland Blue,82.61663031699958,Light
2802-P,32,190.63016975484788,SNCPY,Nottingham,California,France,Regional Pumpkin Festival,1671 R,1085 S,1,-4,-3,Kabocha,86.46831995944096,Light
2107-P,16,184.7657681098208,ZFFLB,Houston,Texas,USA,National Pumpkin Festival,1446 D,1806 K,3,-3,-4,Queensland Blue,83.80827428846985,Light
2209-P,35,185.90779988467693,LVPMJ,Los Angeles,New York,Mexico,Regional Pumpkin Festival,1310 L,1686 N,173,138,28,Kikuza,84.32629076529038,Light
2893-P,86,169.070392196998,QJZBX,Paris,Florida,France,National Pumpkin Festival,1453 E,1293 A,216,215,-13,Kikuza,76.68897733742071,Light
2509-P,40,179.59681838937104,HJOAX,Paris,Texas,USA,National Pumpkin Festival,1728 H,1108 Y,-3,1,-1,Kabocha,81.46368004687159,Light
2624-P,71,170.1256428621709,UQMDD,Los Angeles,New York,USA,Local Pumpkin Festival,1150 N,1088 O,193,166,7,Kabocha,77.16763059713783,Light
2970-P,65,174.32710046619178,IMGVN,Los Angeles,New York,Mexico,National Pumpkin Festival,1554 S,1730 W,182,158,11,Kikuza,79.07337815466086,Light
2950-P,72,165.141707777977,VANKQ,Los Angeles,Texas,Mexico,National Pumpkin Festival,1282 W,1331 J,196,161,-5,Kikuza,74.90695751442814,Light
2640-P,51,156.25295568536967,ENLPR,New York,New York,Mexico,Regional Pumpkin Festival,1315 U,1522 D,2,1,-1,Kabocha,70.8750906752382,Light
2681-P,37,160.22768521029502,WEXCT,Nottingham,Florida,USA,Regional Pumpkin Festival,1325 X,1357 O,189,157,1,Kabocha,72.67799618990814,Light
2854-P,69,164.40348466765136,PUVQQ,New York,Texas,USA,National Pumpkin Festival,1598 T,1566 P,3,-2,-3,Pumpkin Pie,74.57210541736931,Light
2556-P,51,160.77061545718462,XQTRZ,Houston,New York,Mexico,Local Pumpkin Festival,1075 F,1689 X,5,5,4,Queensland Blue,72.92426500645529,Light
2448-P,3,160.0211157342419,QNHUS,Chicago,Texas,USA,Regional Pumpkin Festival,1747 E,1299 R,207,186,-22,Pumpkin Pie,72.58429792812625,Light
2887-P,61,162.0344630945474,XDJRW,Houston,Texas,USA,National Pumpkin Festival,1809 D,1194 M,-4,-3,1,Kabocha,73.49753618398194,Light
2085-P,48,144.10229451023042,FLUUU,Paris,New York,USA,National Pumpkin Festival,1451 Y,1864 K,-2,1,-2,Pumpkin Pie,65.36364797148444,Light
2944-P,35,159.49029838480055,BGYGI,Nottingham,Florida,France,Local Pumpkin Festival,1313 Z,1794 S,189,168,-6,Kabocha,72.34352342495845,Light
2415-P,60,161.81584248133004,FSGDT,New York,Texas,Mexico,National Pumpkin Festival,1686 I,1180 Q,184,161,-5,Pumpkin Pie,73.39837162279146,Light
2522-P,83,143.1389174219221,SKWCQ,Nottingham,California,USA,Regional Pumpkin Festival,1232 V,1939 Q,194,166,-7,Kabocha,64.92666783124449,Light
2704-P,4,149.86247707996517,BTWCC,Nottingham,Florida,Mexico,National Pumpkin Festival,1706 K,1772 I,180,128,14,Queensland Blue,67.97642070365556,Light
2932-P,85,155.02435537427664,QQFVC,Houston,New York,USA,Regional Pumpkin Festival,1204 H,1986 B,202,184,-24,Kikuza,70.31780740292889,Light
2381-P,76,152.58509964887054,UCSGU,Los Angeles,New York,Mexico,Regional Pumpkin Festival,1022 O,1758 L,5,4,3,Kikuza,69.21138051993049,Light
2709-P,64,145.51257768534123,RGVKO,Nottingham,California,France,National Pumpkin Festival,1109 N,1740 J,182,137,4,Kikuza,66.0033411374493,Light
2195-P,54,143.54984688945115,OONMF,New York,Florida,Mexico,Regional Pumpkin Festival,1421 E,1402 B,-2,-5,-1,Pumpkin Pie,65.11306215027993,Light
2938-P,89,141.40253499541433,HTFWX,Chicago,Florida,France,Local Pumpkin Festival,1031 K,1836 C,176,129,15,Queensland Blue,64.13905865363998,Light
2733-P,32,150.56448132917285,AJEZP,Houston,New York,Mexico,Local Pumpkin Festival,1327 J,1797 I,205,203,-33,Kabocha,68.29484421506217,Light
2377-P,69,139.0219307694584,XXEGS,New York,California,Mexico,Local Pumpkin Festival,1677 U,1336 D,182,143,-3,Pumpkin Pie,63.05923562158018,Light
2996-P,68,128.3933664904907,PSWEN,Paris,California,USA,Regional Pumpkin Festival,1217 Z,1922 E,178,138,-4,Queensland Blue,58.23820389315466,Light
2418-P,45,129.90605619437991,SCWKS,Houston,California,Mexico,Local Pumpkin Festival,1750 N,1763 V,175,133,6,Kikuza,58.92434784132117,Light
2278-P,68,133.59508138522506,WDFZK,Chicago,California,USA,Regional Pumpkin Festival,1209 V,1932 K,5,4,5,Kikuza,60.597660155687,Light
2169-P,86,123.1334257395938,BCKMH,Nottingham,New York,Mexico,Local Pumpkin Festival,1003 G,1274 A,1,3,-3,Queensland Blue,55.85233684807383,Light
2036-P,28,120.2218094309792,APCPE,Los Angeles,Texas,France,Regional Pumpkin Festival,1905 N,1070 I,-5,1,-5,Kikuza,54.53165098341672,Light
2560-P,32,123.29292803239078,DMQXQ,Nottingham,New York,Mexico,National Pumpkin Festival,1863 Q,1483 R,165,118,7,Queensland Blue,55.9246858120682,Light
2217-P,35,128.56505785230547,JZDUR,Houston,Florida,France,Local Pumpkin Festival,1041 A,1247 W,0,1,-5,Kabocha,58.31608172134294,Light
2371-P,6,123.210423162207,DIRNL,Paris,Florida,Mexico,Regional Pumpkin Festival,1696 J,1118 G,-4,2,-5,Queensland Blue,55.8872622629918,Light
2337-P,73,120.9391968678683,YIPWZ,Chicago,California,France,Regional Pumpkin Festival,1976 R,1607 W,174,126,-8,Queensland Blue,54.85705218569012,Light
2054-P,74,114.41304819844665,LTUKZ,Paris,Texas,Mexico,Local Pumpkin Festival,1042 I,1862 V,3,0,-4,Pumpkin Pie,51.89684335842981,Light
2346-P,87,122.51219502147288,IQHME,Los Angeles,Florida,USA,National Pumpkin Festival,1055 C,1044 O,186,156,-22,Pumpkin Pie,55.57055156417992,Light
2460-P,69,113.03677471727131,CRMHM,Los Angeles,Texas,Mexico,National Pumpkin Festival,1401 Z,1858 L,161,110,4,Kabocha,51.27257671755653,Light
2011-P,92,108.99814184010027,JWBUH,Nottingham,New York,Mexico,Local Pumpkin Festival,1621 D,1673 I,-5,3,2,Kikuza,49.440685153534766,Light
2136-P,85,104.61639398243278,KJYLG,Los Angeles,Texas,USA,National Pumpkin Festival,1345 Y,1592 D,2,5,5,Kikuza,47.45315937927965,Light
2978-P,69,107.5405846040696,SCHJL,Los Angeles,California,France,Local Pumpkin Festival,1307 C,1727 B,0,4,-3,Kikuza,48.77954885172913,Light
2149-P,80,102.2162891253829,QNVLD,Los Angeles,New York,France,Regional Pumpkin Festival,1360 A,1392 B,168,119,-10,Kabocha,46.36449101696068,Light
2664-P,10,99.5234670843929,ZYCVW,New York,New York,Mexico,Local Pumpkin Festival,1269 E,1856 J,2,-3,-4,Pumpkin Pie,45.143048481743946,Light
2662-P,50,96.35267070215195,QRSAO,Nottingham,California,USA,Local Pumpkin Festival,1471 G,1305 F,156,101,-7,Queensland Blue,43.70480060913051,Light
2956-P,29,89.66958665288985,FROOJ,Paris,Texas,Mexico,Regional Pumpkin Festival,1282 E,1130 O,155,98,1,Kabocha,40.67340714905761,Light
2678-P,20,85.52116177119315,NXOCV,New York,Florida,Mexico,Regional Pumpkin Festival,1006 J,1373 A,160,102,-15,Kikuza,38.79171481011904,Light
2774-P,3,97.59194085374476,FCZUK,Los Angeles,California,USA,Regional Pumpkin Festival,1378 T,1921 A,4,4,-1,Queensland Blue,44.26692363573179,Light
2141-P,82,96.96515969093888,UCDSU,New York,California,Mexico,Regional Pumpkin Festival,1226 B,1025 A,150,89,3,Queensland Blue,43.982620714532345,Light
2024-P,44,85.60809924434871,EKGUD,Chicago,New York,Mexico,Regional Pumpkin Festival,1968 D,1241 J,126,69,39,Pumpkin Pie,38.83114895244262,Light
2492-P,62,84.11447453591973,AHQIL,Houston,Texas,France,Local Pumpkin Festival,1511 I,1825 D,4,-5,2,Kikuza,38.1536527336969,Light
2482-P,58,94.30213580839336,IIQFA,New York,New York,France,National Pumpkin Festival,1449 J,1507 P,164,103,-16,Kabocha,42.77469438560076,Light
2330-P,17,92.80696788579226,VVXQY,Chicago,Florida,France,Local Pumpkin Festival,1900 U,1671 R,4,-1,5,Queensland Blue,42.096498177252286,Light
2959-P,89,89.4776788810268,CMSGA,Los Angeles,California,Mexico,National Pumpkin Festival,1778 J,1834 P,164,105,-20,Pumpkin Pie,40.58635931900271,Light
2903-P,61,73.69663775712252,AJPHC,New York,California,USA,Regional Pumpkin Festival,1189 M,1652 W,146,81,-1,Kabocha,33.428205313528714,Light
2310-P,37,91.19587285723536,VEVJV,Paris,Florida,Mexico,National Pumpkin Festival,1407 C,1257 U,158,93,-11,Kabocha,41.3657183610591,Light
2353-P,77,75.2424223292619,EZNIT,Houston,New York,France,National Pumpkin Festival,1244 S,1680 I,5,-2,-1,Queensland Blue,34.129360829174566,Light
2354-P,6,72.7752027399838,FIRKT,New York,Texas,USA,National Pumpkin Festival,1099 K,1148 C,2,-1,-5,Queensland Blue,33.01024976123473,Light
2615-P,21,70.30542915407568,HUONW,Houston,Florida,USA,Local Pumpkin Festival,1456 D,1557 H,2,3,4,Kabocha,31.889980220855495,Light
2154-P,12,84.80026789233088,NVDCG,Paris,Texas,Mexico,Local Pumpkin Festival,1444 A,1352 V,-1,3,-5,Kabocha,38.464723113818145,Light
2051-P,96,71.23570766486228,UFWXO,Houston,New York,France,Local Pumpkin Festival,1288 Y,1516 K,165,107,-31,Kabocha,32.31194711112021,Light
2014-P,17,70.65520854387432,JXGKZ,Paris,Texas,Mexico,Local Pumpkin Festival,1461 F,1487 Z,142,85,-18,Kikuza,32.048637353833044,Light
2896-P,93,62.79070421680808,IGUHR,Chicago,New York,Mexico,Local Pumpkin Festival,1538 R,1964 Q,-2,1,2,Kabocha,28.48136110711041,Light
2711-P,40,77.53385695721954,XBTWW,Chicago,New York,USA,Regional Pumpkin Festival,1664 A,1736 Q,0,3,-2,Kikuza,35.16873724493912,Light
2218-P,97,69.4591946741566,EGSFP,Houston,Florida,France,National Pumpkin Festival,1184 I,1694 S,5,-5,-4,Kikuza,31.506135030640042,Light
2275-P,81,69.9946864861995,SKGDA,Nottingham,California,France,National Pumpkin Festival,1351 P,1664 R,-4,0,-5,Kikuza,31.7490298326482,Light
2207-P,6,56.173682974651456,HRASF,New York,New York,USA,Regional Pumpkin Festival,1868 K,1654 O,-3,5,3,Queensland Blue,25.4799332078381,Light
2721-P,66,61.46690298877657,KOQJD,Los Angeles,Florida,France,Regional Pumpkin Festival,1079 N,1013 Q,142,70,-18,Kikuza,27.880895460485142,Light
2799-P,50,68.11756709590554,PWRTM,Houston,California,France,Local Pumpkin Festival,1328 C,1962 H,4,-4,3,Kabocha,30.897583494165985,Light
2799-P,48,51.56881745904684,JWCUV,Nottingham,New York,USA,Regional Pumpkin Festival,1836 G,1490 L,-5,0,-3,Kabocha,23.391203048883973,Light
2014-P,19,47.792171710170805,BUHTI,Nottingham,New York,France,Local Pumpkin Festival,1913 E,1183 I,2,2,2,Pumpkin Pie,21.678146750359797,Light
2832-P,1,52.90006558410823,CNJJG,Nottingham,Florida,France,National Pumpkin Festival,1274 L,1599 A,144,78,-39,Pumpkin Pie,23.99504654842682,Light
2720-P,66,34.59205635730177,XSFWS,Los Angeles,California,Mexico,Local Pumpkin Festival,1702 M,1927 F,2,-4,1,Pumpkin Pie,15.690680027221225,Light
2968-P,9,30.816115089692175,SYXRB,New York,Florida,France,National Pumpkin Festival,1513 A,1741 G,130,67,-53,Kikuza,13.977943275763653,Light
2278-P,52,29.907424801029265,BCFFT,Nottingham,California,USA,Local Pumpkin Festival,1790 J,1071 H,4,2,-1,Kabocha,13.565768630348467,Light
2824-P,64,22.53220940101892,AYETK,Houston,New York,USA,Local Pumpkin Festival,1803 C,1181 Z,5,5,2,Kikuza,10.220429926626974,Light
2392-P,77,17.494910227507354,BPDQL,Paris,Florida,Mexico,National Pumpkin Festival,1134 V,1242 J,1,4,3,Queensland Blue,7.935551319915516,Light
2873-P,2,20.511919666081667,ZTUEZ,Paris,New York,Mexico,Local Pumpkin Festival,1501 C,1198 E,106,39,-53,Kikuza,9.304042665177315,Light
2881-P,21,13.059315194562078,PHJBK,New York,New York,USA,National Pumpkin Festival,1287 E,1210 Z,-4,-3,-5,Pumpkin Pie,5.923600897731802,Light
2558-P,79,1852.4158578496424,NMNRR,Nottingham,Texas,USA,National Pumpkin Festival,1233 P,1664 K,440,1670,11,Kikuza,840.241013793735,Medium
2166-P,100,1824.612971238792,LCMTQ,New York,New York,USA,Local Pumpkin Festival,1858 X,1202 C,439,1726,4,Kabocha,827.6298468501461,Medium
2430-P,74,1644.4127080244943,FGYJI,Chicago,California,Mexico,Local Pumpkin Festival,1050 I,1340 K,5,-4,4,Queensland Blue,745.8924490582465,Medium
2218-P,74,1435.8961963374168,HXXXC,Paris,California,Mexico,National Pumpkin Festival,1210 G,1767 F,423,1595,-5,Pumpkin Pie,651.3110274890815,Medium
2382-P,44,1423.769739589654,NOUFT,Nottingham,New York,Mexico,Local Pumpkin Festival,1526 H,1135 T,411,1408,6,Kikuza,645.8105637199503,Medium
2901-P,35,1277.093503599055,MRSCM,Chicago,California,France,Regional Pumpkin Festival,1369 B,1469 B,372,1112,11,Pumpkin Pie,579.2793964845026,Medium
2019-P,46,1232.6590929511935,JSVZG,Chicago,Florida,Mexico,National Pumpkin Festival,1686 X,1044 E,391,1232,-3,Kabocha,559.1243032899177,Medium
2334-P,64,1174.822806594893,NQCNI,Houston,New York,France,Local Pumpkin Festival,1283 Q,1323 A,382,1167,-1,Kikuza,532.8902264889907,Medium
2176-P,51,1077.7782814186066,VMGKE,Nottingham,Florida,France,Regional Pumpkin Festival,1756 W,1241 E,374,1157,-6,Pumpkin Pie,488.8716062252286,Light
2695-P,92,1057.1054907208309,ZNPGT,Houston,Florida,France,Local Pumpkin Festival,1842 I,1680 X,366,1096,-10,Pumpkin Pie,479.4945937470431,Light
2746-P,4,774.9643465951085,FQZVM,Chicago,Texas,Mexico,Local Pumpkin Festival,1368 Y,1576 Q,331,818,-1,Kikuza,351.51762790076845,Light
2726-P,21,767.8221135651693,QFWAU,Chicago,New York,USA,Regional Pumpkin Festival,1103 Y,1453 R,329,770,0,Kikuza,348.27796813625224,Light
2433-P,85,753.9948877161369,OJHAO,Los Angeles,California,USA,National Pumpkin Festival,1357 E,1059 W,321,711,6,Kabocha,342.00604910893793,Light
2509-P,57,603.1479254569858,ACCTR,Los Angeles,New York,Mexico,National Pumpkin Festival,1859 D,1569 U,306,642,-11,Kikuza,273.5830738038851,Light
2162-P,50,591.0391540013254,OBZBM,Chicago,New York,USA,Regional Pumpkin Festival,1989 E,1120 U,309,650,-3,Kabocha,268.0906319417692,Light
2283-P,15,397.7871306091547,KIHCV,Paris,Texas,USA,Regional Pumpkin Festival,1055 U,1751 X,0,5,-1,Pumpkin Pie,180.4330601472677,Light
2153-P,96,2225.755416482687,EIDZP,New York,Texas,USA,Regional Pumpkin Festival,1567 B,1660 A,472,1925,14,Queensland Blue,1009.5848508732149,Heavy
2690-P,44,2176.9921076856554,UIBLY,Chicago,California,Mexico,National Pumpkin Festival,1764 F,1256 K,454,1836,21,Kabocha,987.4662041093518,Medium
2776-P,50,2020.2678113169968,LZJXT,Nottingham,New York,USA,Local Pumpkin Festival,1680 W,2000 D,454,1823,10,Queensland Blue,916.3773170708992,Medium
